	0	1	2	3	4	5	6	7	8	9	10
NUCB1	0.225490196078431	0.193965517241379	0.15668202764977	0.151724137931034	0.205882352941176	0.263157894736842	0.144144144144144	0.147058823529412	0.0882352941176471	0.4	0.111111111111111
NEU3	0	0.00862068965517241	0.00460829493087558	0.0137931034482759	0	0.0075187969924812	0	0.0882352941176471	0	0	0
P2RX4	0.0915032679738562	0.125	0.0967741935483871	0.00689655172413793	0.0294117647058823	0	0.018018018018018	0	0.0294117647058824	0.15	0
NDC80	0.0065359477124183	0	0.00460829493087558	0	0	0.0150375939849624	0	0	0	0	0.666666666666667
SEC31B	0.00326797385620915	0	0.00921658986175115	0	0	0	0	0.0588235294117647	0	0	0
ZWILCH	0.00980392156862745	0.0172413793103448	0.00460829493087558	0	0.00735294117647059	0.0150375939849624	0.018018018018018	0	0	0	0
CTD-3116E22.8	0.0065359477124183	0.0301724137931034	0	0	0	0	0	0	0	0	0
NINJ2	0.0130718954248366	0.0172413793103448	0.0184331797235023	0	0	0	0.00900900900900901	0	0	0.05	0
TERF1P5	0	0	0	0.00689655172413793	0	0	0	0	0	0	0
ZNF510	0	0.00431034482758621	0	0.00689655172413793	0.00735294117647059	0	0	0.0588235294117647	0	0	0
REEP4	0.0490196078431373	0.0603448275862069	0.0506912442396313	0	0.00735294117647059	0	0	0	0	0.3	0
DISC1	0.0163398692810458	0.0301724137931034	0.0138248847926267	0.0137931034482759	0	0	0	0	0	0	0
OSGEPL1	0.00326797385620915	0	0	0.0206896551724138	0.00735294117647059	0.0075187969924812	0.00900900900900901	0.0294117647058824	0.0588235294117647	0	0
RP11-111F5.3	0	0	0	0	0	0	0	0	0	0	0
TNS1	0.0228758169934641	0.021551724137931	0.0138248847926267	0.0137931034482759	0.0661764705882353	0.037593984962406	0.018018018018018	0	0.0294117647058824	0.2	0.111111111111111
BRPF3	0.0065359477124183	0	0.00921658986175115	0.0275862068965517	0.0220588235294118	0	0	0.0294117647058824	0	0	0
MEGF9	0.00980392156862745	0.00862068965517241	0.00460829493087558	0.0206896551724138	0	0.0075187969924812	0.00900900900900901	0	0	0	0
CCDC25	0.0424836601307189	0.0258620689655172	0.0368663594470046	0.096551724137931	0.0588235294117647	0.0601503759398496	0.126126126126126	0.0882352941176471	0.0294117647058824	0	0
RP11-371A22.1	0.310457516339869	0.422413793103448	0.336405529953917	0.275862068965517	0.323529411764706	0.165413533834586	0.54054054054054	0.558823529411765	0.411764705882353	0.15	0.777777777777778
EEF1A1P10	0.0359477124183007	0.0344827586206897	0.0506912442396313	0.0758620689655172	0.0367647058823529	0.0225563909774436	0.0810810810810811	0.147058823529412	0.0294117647058824	0.05	0.111111111111111
NDUFAF4	0.0130718954248366	0.0258620689655172	0.0276497695852535	0.096551724137931	0.0220588235294118	0.0601503759398496	0.0540540540540541	0.0294117647058824	0.0294117647058824	0	0.111111111111111
ZNF480	0.0196078431372549	0.0344827586206897	0.0138248847926267	0.0275862068965517	0.0588235294117647	0.0451127819548872	0.045045045045045	0.0588235294117647	0	0	0
IER5	0.245098039215686	0.331896551724138	0.488479262672811	0.296551724137931	0.404411764705882	0.37593984962406	0.189189189189189	0.235294117647059	0.176470588235294	0.35	0.111111111111111
CAV1	0.0065359477124183	0.00431034482758621	0.0184331797235023	0.0413793103448276	0.110294117647059	0.0977443609022556	0.045045045045045	0.0294117647058824	0.411764705882353	0	0.333333333333333
ZFYVE1	0.0163398692810458	0.00431034482758621	0	0.0206896551724138	0.0441176470588235	0.0075187969924812	0.00900900900900901	0	0	0	0
TRDC	0	0	0.00460829493087558	0.0137931034482759	0	0.105263157894737	0.036036036036036	0.0294117647058824	0	0	0
ARL6IP1P2	0.0130718954248366	0.0129310344827586	0.0138248847926267	0.0896551724137931	0.0220588235294118	0.037593984962406	0.027027027027027	0	0.0588235294117647	0	0
SYT17	0.0163398692810457	0.00431034482758621	0.0138248847926267	0.0344827586206897	0.0808823529411765	0.0150375939849624	0.018018018018018	0.0588235294117647	0	0	0
OGFOD3	0.0261437908496732	0.0172413793103448	0	0.0137931034482759	0.0735294117647059	0.037593984962406	0.027027027027027	0.0588235294117647	0.0294117647058824	0	0
PTPN14	0.0163398692810457	0.021551724137931	0.0138248847926267	0.0413793103448276	0.0147058823529412	0.0601503759398496	0.018018018018018	0.0294117647058824	0.0882352941176471	0	0
DCAKD	0.0163398692810457	0.0301724137931034	0.032258064516129	0.0620689655172414	0.0808823529411765	0.0451127819548872	0.027027027027027	0.117647058823529	0.0294117647058824	0	0
OTUD1	0.42156862745098	0.655172413793103	0.599078341013825	0.0137931034482759	0.0220588235294118	0.0150375939849624	0.018018018018018	0.0294117647058824	0	0.55	0.111111111111111
CDC20	0.0196078431372549	0.00862068965517241	0	0	0	0	0	0	0	0	0
OSM	0.0882352941176471	0.125	0.119815668202765	0	0.0147058823529412	0	0.00900900900900901	0.0294117647058824	0.0294117647058824	0.05	0
NATD1	0.00326797385620915	0.0129310344827586	0.00921658986175115	0	0	0.0150375939849624	0	0.0294117647058824	0	0	0
NOTCH3	0.0065359477124183	0	0.00460829493087558	0	0.0735294117647059	0	0	0	0.0588235294117647	0	1.88888888888889
MFSD5	0.00326797385620915	0.0129310344827586	0.0276497695852535	0.0344827586206897	0	0.0451127819548872	0.00900900900900901	0.0882352941176471	0	0	0
RRP7BP	0.00326797385620915	0.00862068965517241	0.00921658986175115	0.0137931034482759	0.0441176470588235	0.0225563909774436	0	0.0294117647058824	0	0.05	0
AC007318.5	0.00326797385620915	0.0172413793103448	0.0184331797235023	0.0344827586206897	0.0147058823529412	0.0075187969924812	0.036036036036036	0.0294117647058824	0	0	0.111111111111111
CLCN7	0.0882352941176471	0.133620689655172	0.0368663594470046	0.0137931034482759	0.102941176470588	0.0075187969924812	0.018018018018018	0.147058823529412	0	0.15	0
HIST2H2AB	0	0	0	0.00689655172413793	0.00735294117647059	0.0075187969924812	0	0	0	0	0
APOBEC3C	0.065359477124183	0.0387931034482759	0.0599078341013825	0.00689655172413793	0.0294117647058824	0	0	0	0	0.1	0
CRLF3	0.0196078431372549	0.021551724137931	0.0138248847926267	0.0206896551724138	0	0.0300751879699248	0.00900900900900901	0.0294117647058824	0.0588235294117647	0.05	0
CADM2	0.00326797385620915	0.00431034482758621	0.00460829493087558	0.096551724137931	0.0367647058823529	0.037593984962406	0.036036036036036	0.205882352941176	0	0	0
KIAA2026	0.0065359477124183	0.021551724137931	0.00460829493087558	0	0.0294117647058823	0.0150375939849624	0.0720720720720721	0.0294117647058824	0	0	0
SLC2A10	0.0065359477124183	0.00431034482758621	0.00460829493087558	0.0137931034482759	0.0514705882352941	0.075187969924812	0	0	0	0	0
PRR14	0.0163398692810457	0.021551724137931	0.00460829493087558	0.00689655172413793	0.0367647058823529	0	0	0	0	0	0.111111111111111
SIK3	0.0130718954248366	0.0129310344827586	0.0184331797235023	0	0.0294117647058824	0.0300751879699248	0.027027027027027	0.0294117647058824	0.0588235294117647	0	0
PLXNA3	0.0196078431372549	0.021551724137931	0.0230414746543779	0.0206896551724138	0.147058823529412	0.037593984962406	0.018018018018018	0.0882352941176471	0.0882352941176471	0.15	0
PAQR9-AS1	0	0	0	0.0137931034482759	0.00735294117647059	0	0	0	0	0	0
MT-TL1	0.0228758169934641	0.0301724137931034	0.0184331797235023	0.0137931034482759	0.0220588235294118	0.0075187969924812	0	0.0294117647058824	0.0294117647058824	0.05	0
CASC5	0.00326797385620915	0.00431034482758621	0.00460829493087558	0	0	0	0	0	0	0	0
MRGBP	0.0065359477124183	0.0172413793103448	0.00460829493087558	0.0275862068965517	0.0294117647058824	0.0225563909774436	0.027027027027027	0.0294117647058824	0	0.05	0
AURKA	0.0130718954248366	0.00431034482758621	0.00460829493087558	0	0.0220588235294118	0	0	0	0	0	0
TBCAP2	0	0	0.00460829493087558	0	0.00735294117647059	0.0075187969924812	0.018018018018018	0	0	0	0
RP11-1348G14.8	0	0	0.00460829493087558	0.0206896551724138	0	0	0	0	0	0	0
RP11-66N24.3	0	0.0129310344827586	0.0276497695852535	0.00689655172413793	0.0220588235294118	0.0075187969924812	0	0.0294117647058824	0.0294117647058824	0.05	0
GCFC2	0	0.0301724137931034	0.0138248847926267	0.0344827586206897	0.0735294117647059	0.0150375939849624	0.0630630630630631	0.0294117647058824	0.0294117647058824	0	0
SENP6	0.0392156862745098	0.0517241379310345	0.0414746543778802	0.0758620689655172	0.110294117647059	0.112781954887218	0.117117117117117	0.117647058823529	0.176470588235294	0	0.111111111111111
ZNF672	0.0359477124183007	0.0301724137931034	0.0414746543778802	0.0344827586206897	0.0147058823529412	0.0150375939849624	0.018018018018018	0	0	0	0
SAAL1	0.0130718954248366	0.0301724137931034	0.0138248847926267	0	0.0441176470588235	0.0225563909774436	0.00900900900900901	0.0588235294117647	0	0	0
ZFYVE9	0	0	0	0.0137931034482759	0.0294117647058823	0.0075187969924812	0.027027027027027	0	0	0	0
RPL6	0.42483660130719	0.599137931034483	0.493087557603687	0.655172413793103	0.455882352941176	0.488721804511278	0.594594594594595	0.470588235294118	0.735294117647059	0.25	0.555555555555556
TMED10	0.238562091503268	0.28448275862069	0.211981566820276	0.36551724137931	0.198529411764706	0.18796992481203	0.216216216216216	0.264705882352941	0.0882352941176471	0	0.222222222222222
MMGT1	0.0261437908496732	0.0301724137931034	0.0506912442396313	0.00689655172413793	0.0220588235294118	0.0075187969924812	0.00900900900900901	0	0.0294117647058824	0	0
THSD1	0.00326797385620915	0	0	0.0344827586206897	0.0147058823529412	0	0	0.0294117647058824	0	0	0
LGALS1	1.20588235294118	0.767241379310345	0.474654377880184	0.441379310344828	0.801470588235294	0.669172932330827	0.792792792792793	0.264705882352941	2.17647058823529	2.3	1.88888888888889
SSH2	0.0620915032679739	0.0689655172413793	0.0691244239631336	0.0275862068965517	0.0294117647058824	0.0150375939849624	0.045045045045045	0.0294117647058824	0.0294117647058824	0	0
ZFC3H1	0.0065359477124183	0.0258620689655172	0.032258064516129	0.0275862068965517	0.0808823529411765	0	0.00900900900900901	0	0.0588235294117647	0	0
GALNT8	0	0.00431034482758621	0	0	0.0147058823529412	0.0075187969924812	0	0	0	0	0
RPL41	2.75490196078431	2.88362068965517	2.85253456221198	4.15862068965517	2.125	3.85714285714286	4.53153153153153	3.14705882352941	3.52941176470588	2.85	2.33333333333333
APBA1	0	0	0.00921658986175115	0.00689655172413793	0.0147058823529412	0	0.018018018018018	0.0294117647058824	0	0	0
APTR	0.00326797385620915	0.0129310344827586	0	0.0206896551724138	0.0441176470588235	0	0.018018018018018	0	0.0294117647058824	0	0
PHACTR2	0.0130718954248366	0.021551724137931	0.0276497695852535	0	0	0.0225563909774436	0.036036036036036	0.0294117647058824	0	0	0.111111111111111
APOOP3	0	0	0	0.00689655172413793	0.00735294117647059	0.0150375939849624	0	0	0	0	0
RPL12P11	0.0163398692810458	0.0474137931034483	0.0230414746543779	0.0275862068965517	0.00735294117647059	0.0451127819548872	0.0630630630630631	0.0588235294117647	0.0588235294117647	0	0
HSD17B14	0.0163398692810457	0.0387931034482759	0.0506912442396313	0.0413793103448276	0.132352941176471	0.0150375939849624	0.0540540540540541	0.0588235294117647	0.264705882352941	0.1	0
ATP6V1E1	0.104575163398693	0.112068965517241	0.0875576036866359	0.131034482758621	0.0882352941176471	0.112781954887218	0.153153153153153	0.176470588235294	0.117647058823529	0.1	0
SH3D21	0	0.0301724137931034	0.00921658986175115	0	0.0220588235294118	0.0150375939849624	0	0	0	0.15	0
RPL7P58	0.0065359477124183	0.0129310344827586	0.00921658986175115	0.0206896551724138	0	0.0225563909774436	0.036036036036036	0.0294117647058824	0.0294117647058824	0	0.111111111111111
AC005785.2	0	0	0.00460829493087558	0.00689655172413793	0.00735294117647059	0	0	0.0294117647058824	0	0	0
MELK	0.00980392156862745	0.00431034482758621	0	0	0	0	0	0	0	0	0
RPS20P4	0.00326797385620915	0.00862068965517241	0	0	0	0.0150375939849624	0	0	0	0	0
SLC25A1	0.0359477124183007	0.0646551724137931	0.00921658986175115	0.0275862068965517	0.0514705882352941	0	0.018018018018018	0.0294117647058824	0	0.05	0
CLUHP3	0	0.00862068965517241	0	0	0.0147058823529412	0.0075187969924812	0	0	0	0	0
TTC3P1	0.00326797385620915	0.00431034482758621	0	0.0827586206896552	0.0441176470588235	0.075187969924812	0.00900900900900901	0	0.0588235294117647	0	0
SLC38A6	0.0065359477124183	0.00431034482758621	0.0138248847926267	0.00689655172413793	0.0882352941176471	0.0075187969924812	0.018018018018018	0.0882352941176471	0	0	0
ADRBK1	0.0718954248366013	0.0775862068965517	0.0967741935483871	0.0206896551724138	0.0294117647058824	0.0075187969924812	0.018018018018018	0.176470588235294	0	0.05	0.111111111111111
RP11-214N16.2	0.0130718954248366	0.00862068965517241	0.00921658986175115	0.0275862068965517	0.0147058823529412	0.0075187969924812	0.00900900900900901	0	0.0588235294117647	0	0
RP11-54D18.4	0.00326797385620915	0.00431034482758621	0	0.0275862068965517	0	0	0	0	0	0	0
RP4-612C19.1	0.00980392156862745	0.00862068965517241	0.00921658986175115	0	0.00735294117647059	0.0075187969924812	0	0	0	0	0
SNRPGP5	0	0	0	0	0	0.0075187969924812	0.00900900900900901	0	0	0	0
GOLGA8A	0.0196078431372549	0.021551724137931	0.0230414746543779	0	0.00735294117647059	0.0075187969924812	0	0	0	0.1	0
RP11-761N21.2	0.0196078431372549	0.021551724137931	0.00921658986175115	0.0206896551724138	0.0147058823529412	0.0150375939849624	0.045045045045045	0.0588235294117647	0.0294117647058824	0	0
POMGNT2	0.00326797385620915	0.00431034482758621	0.00921658986175115	0.0206896551724138	0.0441176470588235	0.0075187969924812	0.027027027027027	0.176470588235294	0	0	0
SRP9	0.117647058823529	0.0948275862068965	0.101382488479263	0.386206896551724	0.279411764705882	0.300751879699248	0.315315315315315	0.617647058823529	0.235294117647059	0.15	0.222222222222222
THOC7	0.0588235294117647	0.0301724137931034	0.0414746543778802	0.172413793103448	0.0955882352941176	0.0902255639097744	0.027027027027027	0.0588235294117647	0	0	0
WDR82	0.0686274509803921	0.0862068965517241	0.0460829493087558	0.0551724137931034	0.102941176470588	0.0827067669172932	0.0540540540540541	0.0882352941176471	0.0882352941176471	0.15	0
RP3-507I15.1	0.0196078431372549	0.00862068965517241	0.00921658986175115	0	0.0147058823529412	0	0.00900900900900901	0	0.0588235294117647	0	0.222222222222222
RP11-159H3.1	0.0261437908496732	0.0732758620689655	0.0552995391705069	0.096551724137931	0.0367647058823529	0.0526315789473684	0.108108108108108	0.0294117647058824	0.0588235294117647	0	0.111111111111111
C17orf89	0.101307189542484	0.0991379310344827	0.0921658986175115	0.441379310344828	0.205882352941176	0.240601503759398	0.261261261261261	0.294117647058824	0.147058823529412	0.15	0.111111111111111
EHBP1	0.0130718954248366	0.0129310344827586	0.0138248847926267	0.0482758620689655	0.132352941176471	0.12781954887218	0.027027027027027	0.0294117647058824	0.117647058823529	0	0
TROVE2	0.0294117647058824	0.0344827586206897	0.00921658986175115	0.248275862068966	0.161764705882353	0.157894736842105	0.0810810810810811	0.117647058823529	0.147058823529412	0.05	0
AC133644.2	0	0	0.00460829493087558	0.00689655172413793	0	0.0075187969924812	0	0	0	0	0.111111111111111
ALG1	0.0228758169934641	0.0172413793103448	0.00921658986175115	0	0.0147058823529412	0.0451127819548872	0	0	0	0	0.111111111111111
ZNF813	0.0065359477124183	0.00431034482758621	0.00921658986175115	0	0	0	0	0	0	0	0
MAPRE1P1	0	0.00862068965517241	0	0	0	0.0075187969924812	0	0	0	0	0
ZNF703	0.0163398692810458	0.0560344827586207	0.032258064516129	0	0.0147058823529412	0	0.00900900900900901	0.0294117647058824	0.0294117647058824	0	0.111111111111111
RPL7AP33	0.00326797385620915	0.0129310344827586	0.00460829493087558	0	0	0	0.00900900900900901	0	0	0	0
AC011998.4	0.00326797385620915	0	0	0.00689655172413793	0	0.0075187969924812	0	0	0	0	0
ZDHHC2	0.0294117647058824	0.0646551724137931	0.0414746543778802	0.0206896551724138	0.0147058823529412	0.0075187969924812	0.00900900900900901	0.0294117647058824	0	0	0.111111111111111
HMGB1P9	0	0.00431034482758621	0	0.00689655172413793	0.00735294117647059	0.0075187969924812	0	0	0	0	0
HELQ	0.00326797385620915	0	0.0184331797235023	0.0137931034482759	0.0147058823529412	0.0075187969924812	0.00900900900900901	0	0	0	0
RP11-534L6.3	0	0.00862068965517241	0	0	0.00735294117647059	0.0075187969924812	0.00900900900900901	0	0	0	0
SLC4A2	0.0261437908496732	0.0344827586206897	0.0368663594470046	0.0482758620689655	0.0367647058823529	0.0075187969924812	0.027027027027027	0.147058823529412	0.0588235294117647	0.15	0.111111111111111
NDUFS3	0.042483660130719	0.0775862068965517	0.0506912442396313	0.193103448275862	0.0661764705882353	0.0676691729323308	0.144144144144144	0.0588235294117647	0	0.05	0.111111111111111
TCEA2	0.0424836601307189	0.0172413793103448	0.032258064516129	0.124137931034483	0.169117647058824	0.120300751879699	0.117117117117117	0.323529411764706	0.0588235294117647	0.05	0
AC005019.2	0.0392156862745098	0.112068965517241	0.0552995391705069	0.0413793103448276	0.0367647058823529	0.037593984962406	0.0540540540540541	0.0882352941176471	0.0588235294117647	0	0
PTOV1	0.0816993464052288	0.0517241379310345	0.101382488479263	0.158620689655172	0.397058823529412	0.263157894736842	0.216216216216216	0.382352941176471	0.176470588235294	0.25	0.222222222222222
TNFRSF12A	0.0196078431372549	0.137931034482759	0.0230414746543779	0.186206896551724	0.154411764705882	0.24812030075188	0.036036036036036	0.0588235294117647	0.294117647058823	0.2	0
SLC41A3	0	0.00862068965517241	0.0184331797235023	0.00689655172413793	0.0220588235294118	0.0601503759398496	0	0.0588235294117647	0	0	0.333333333333333
H2AFZP4	0	0.00431034482758621	0	0.00689655172413793	0	0.0075187969924812	0	0	0	0	0
RAC3	0.00326797385620915	0	0	0.00689655172413793	0.0294117647058824	0.0075187969924812	0.018018018018018	0.0294117647058824	0	0	0
TGFB3	0.00326797385620915	0	0.00921658986175115	0.0551724137931034	0.0220588235294118	0.0451127819548872	0.0630630630630631	0	0	0	0
MON1A	0.0130718954248366	0.0129310344827586	0.0184331797235023	0.0206896551724138	0.0147058823529412	0.0225563909774436	0.018018018018018	0.0294117647058824	0.0294117647058824	0	0
SPSB1	0.0065359477124183	0.0129310344827586	0.0276497695852535	0.0896551724137931	0.0735294117647059	0.0827067669172932	0.036036036036036	0	0.0882352941176471	0.05	0.222222222222222
IL17RB	0	0	0	0.0275862068965517	0.0441176470588235	0.0300751879699248	0.00900900900900901	0.147058823529412	0	0	0
RHOJ	0.00980392156862745	0	0.0184331797235023	0.096551724137931	0.154411764705882	0.037593984962406	0.027027027027027	0.0588235294117647	0	0	0
NAIF1	0.0065359477124183	0	0.00460829493087558	0.00689655172413793	0.0147058823529412	0	0	0	0	0	0
CA2	0.00980392156862745	0.00862068965517241	0	0	0.0294117647058824	0.0075187969924812	0	0.0294117647058824	0	0	1
AEBP2	0.00326797385620915	0.00431034482758621	0.0230414746543779	0.0758620689655172	0.0147058823529412	0.037593984962406	0.00900900900900901	0.0294117647058824	0	0	0
CMAS	0.0228758169934641	0.0431034482758621	0.0138248847926267	0.0896551724137931	0.0367647058823529	0.0676691729323308	0.027027027027027	0	0.0294117647058824	0.05	0
ABHD1	0.0065359477124183	0	0	0	0.00735294117647059	0	0	0	0	0	0
AGPAT5	0.00980392156862745	0.0129310344827586	0.0368663594470046	0.0689655172413793	0.0514705882352941	0.0300751879699248	0.036036036036036	0.0882352941176471	0.0882352941176471	0	0.222222222222222
DNAJA1P5	0.00326797385620915	0	0.00460829493087558	0	0	0.0075187969924812	0.00900900900900901	0	0	0	0
RFNG	0.042483660130719	0.0344827586206897	0.0276497695852535	0	0.147058823529412	0.0300751879699248	0.00900900900900901	0	0.0588235294117647	0	0.111111111111111
CSMD3	0.00326797385620915	0	0	0	0	0	0	0.0294117647058824	0	0	0
MSTN	0	0.00431034482758621	0	0.0206896551724138	0	0.0075187969924812	0	0	0	0	0
HARS2	0.0065359477124183	0.00431034482758621	0.00460829493087558	0.00689655172413793	0.0367647058823529	0.0075187969924812	0	0.0294117647058824	0	0	0
COQ7	0.00980392156862745	0.00862068965517241	0.00460829493087558	0.0137931034482759	0.0441176470588235	0.0225563909774436	0.018018018018018	0.0294117647058824	0	0	0
KIAA0430	0.0065359477124183	0.0129310344827586	0.0184331797235023	0.00689655172413793	0.0441176470588235	0.0300751879699248	0.018018018018018	0	0	0	0
RP11-510I6.2	0.0228758169934641	0.0818965517241379	0.0414746543778802	0.0827586206896552	0.0735294117647059	0.0601503759398496	0.0900900900900901	0.0294117647058824	0.0588235294117647	0.1	0
TRIM14	0.0228758169934641	0.00862068965517241	0.0184331797235023	0.00689655172413793	0.0220588235294118	0	0.018018018018018	0	0	0	0
PEPD	0.0457516339869281	0.0732758620689655	0.0506912442396313	0.0275862068965517	0.117647058823529	0.0902255639097744	0.00900900900900901	0.264705882352941	0	0	0
PARP10	0.0718954248366013	0.0689655172413793	0.110599078341014	0.0206896551724138	0.0588235294117647	0.0150375939849624	0.00900900900900901	0.0294117647058824	0.0588235294117647	0.05	0.111111111111111
RPL34P18	0.111111111111111	0.185344827586207	0.216589861751152	0.0689655172413793	0.198529411764706	0.0902255639097744	0.207207207207207	0.323529411764706	0.441176470588235	0.05	0.333333333333333
PHLDA2	0.00326797385620915	0.0172413793103448	0.00460829493087558	0	0	0	0	0	0	0	0.111111111111111
MAGEE1	0	0	0	0.00689655172413793	0.0147058823529412	0.0150375939849624	0	0	0	0	0
ASXL3	0	0.00431034482758621	0	0	0.0147058823529412	0.0075187969924812	0	0	0.0294117647058824	0	0
ZNF865	0.0065359477124183	0.0258620689655172	0.00921658986175115	0.0137931034482759	0.0661764705882353	0.037593984962406	0.018018018018018	0.0588235294117647	0	0	0
VCAM1	0	0.00431034482758621	0.00460829493087558	0.00689655172413793	0.117647058823529	0.0300751879699248	0	0.0294117647058824	0	0	0
AP000692.10	0.00326797385620915	0	0.00921658986175115	0	0	0.0075187969924812	0	0	0	0	0
FKBP15	0.0522875816993464	0.0301724137931034	0.0368663594470046	0.0206896551724138	0.0147058823529412	0.0075187969924812	0.00900900900900901	0.0294117647058824	0	0.15	0
CLDN12	0.00326797385620915	0.00862068965517241	0.0184331797235023	0.103448275862069	0.125	0.0676691729323308	0.045045045045045	0.0882352941176471	0.0882352941176471	0.05	0
RSPH4A	0.00326797385620915	0	0	0	0.0147058823529412	0.0150375939849624	0	0.0588235294117647	0	0	0
PCBP2	0.506535947712418	0.655172413793103	0.470046082949309	0.489655172413793	0.566176470588235	0.406015037593985	0.387387387387387	0.794117647058823	0.470588235294118	0.5	0.777777777777778
RP11-386I14.3	0.00980392156862745	0.0172413793103448	0.00460829493087558	0.0206896551724138	0.0147058823529412	0.0300751879699248	0.00900900900900901	0.0588235294117647	0	0	0
GDAP1L1	0	0	0	0	0.0220588235294118	0	0.018018018018018	0	0	0	0
PPIAP14	0.0196078431372549	0.0129310344827586	0.0230414746543779	0.0344827586206897	0.0220588235294118	0.0225563909774436	0.027027027027027	0	0.0588235294117647	0	0
ISOC2	0.00980392156862745	0.00431034482758621	0.0138248847926267	0.0620689655172414	0.0147058823529412	0.0300751879699248	0.036036036036036	0	0.0294117647058824	0	0
PIGN	0.0130718954248366	0.0172413793103448	0.0230414746543779	0.0344827586206897	0.00735294117647059	0.0225563909774436	0.027027027027027	0	0.0294117647058824	0.05	0
HMBS	0.00980392156862745	0.00862068965517241	0.00921658986175115	0.0344827586206897	0.00735294117647059	0	0.027027027027027	0	0	0	0
RP11-495P10.1	0	0	0	0	0.0147058823529412	0.0075187969924812	0	0	0	0	0.111111111111111
ADAMDEC1	0.00326797385620915	0.0603448275862069	0.00460829493087558	0	0	0	0.00900900900900901	0	0	0.05	0
PRDM2	0.0196078431372549	0.0431034482758621	0.0184331797235023	0.0482758620689655	0.0588235294117647	0.0150375939849624	0.018018018018018	0.0294117647058824	0.117647058823529	0.15	0
TMEM39A	0.0620915032679739	0.0991379310344827	0.0967741935483871	0.0137931034482759	0.0514705882352941	0.0300751879699248	0.027027027027027	0.0882352941176471	0.0294117647058824	0.1	0
ACAP3	0.0261437908496732	0.00862068965517241	0.0184331797235023	0.0275862068965517	0.147058823529412	0.037593984962406	0.00900900900900901	0.147058823529412	0.0294117647058824	0.05	0.111111111111111
WDR18	0.0163398692810458	0.0172413793103448	0.0414746543778802	0.0206896551724138	0.0661764705882353	0.0225563909774436	0.00900900900900901	0.0882352941176471	0.0294117647058824	0	0
LYZ	0.209150326797386	0.168103448275862	0.147465437788018	0.00689655172413793	0	0.0150375939849624	0	0.0294117647058824	0.0294117647058824	0.15	0
SMARCA1	0.0130718954248366	0.0258620689655172	0.0230414746543779	0.0896551724137931	0.0735294117647059	0.0676691729323308	0.0540540540540541	0	0.0294117647058824	0.05	0.222222222222222
NBN	0.0490196078431373	0.0172413793103448	0.0230414746543779	0.0896551724137931	0.0588235294117647	0.0601503759398496	0.0540540540540541	0.0294117647058824	0	0	0.111111111111111
UBR2	0.0065359477124183	0.0301724137931034	0.0184331797235023	0.0137931034482759	0.0955882352941176	0.0075187969924812	0.0630630630630631	0.0294117647058824	0.117647058823529	0	0
SLTM	0.101307189542484	0.150862068965517	0.0414746543778802	0.0896551724137931	0.125	0.112781954887218	0.045045045045045	0.0588235294117647	0.0588235294117647	0.2	0
MIF-AS1	0.0359477124183007	0.0129310344827586	0.032258064516129	0.0275862068965517	0.0808823529411765	0.075187969924812	0.0720720720720721	0.0588235294117647	0.0588235294117647	0	0
NLRC3	0	0	0	0	0	0	0.018018018018018	0	0.0294117647058824	0	0
RP11-307O1.1	0.0522875816993464	0.0603448275862069	0.0414746543778802	0.0137931034482759	0.0147058823529412	0.0225563909774436	0.027027027027027	0	0.117647058823529	0.05	0.111111111111111
PDE12	0.00326797385620915	0.0258620689655172	0.032258064516129	0.0137931034482759	0.0367647058823529	0.0225563909774436	0	0	0	0	0.111111111111111
DNAJC19P8	0	0	0.0138248847926267	0	0.0220588235294118	0	0.00900900900900901	0	0	0.05	0
CNTN2	0.0065359477124183	0	0	0.00689655172413793	0	0	0.054054054054054	0	0	0	0
PCDHGA6	0	0	0	0.0137931034482759	0.00735294117647059	0.0300751879699248	0	0	0	0	0
UBE2R2	0.0065359477124183	0.0344827586206897	0.0184331797235023	0.0758620689655172	0.0588235294117647	0.037593984962406	0.0540540540540541	0.0882352941176471	0.0882352941176471	0.15	0
RAP2A	0.0392156862745098	0.0517241379310345	0.0414746543778802	0.0275862068965517	0.0808823529411765	0.0827067669172932	0.027027027027027	0	0.0588235294117647	0	0.444444444444444
PCDHB4	0	0	0	0.00689655172413793	0.00735294117647059	0	0	0	0	0	0.222222222222222
RP11-403P14.1	0.0163398692810458	0.0258620689655172	0.0184331797235023	0.0275862068965517	0.0294117647058824	0.0451127819548872	0.0990990990990991	0.0588235294117647	0.0588235294117647	0	0.222222222222222
RP3-465N24.6	0	0	0	0.0137931034482759	0.00735294117647059	0	0	0	0	0	0
GNA15	0.0816993464052287	0.0603448275862069	0.0599078341013825	0	0.00735294117647059	0.0075187969924812	0	0	0	0.05	0
CTD-2256P15.4	0.00326797385620915	0.00431034482758621	0	0.0206896551724138	0.0147058823529412	0	0.00900900900900901	0	0	0	0
NIPA2	0.0522875816993464	0.0387931034482759	0.0230414746543779	0.0689655172413793	0.0808823529411765	0.0225563909774436	0.018018018018018	0.0588235294117647	0	0	0
DDX49	0.0196078431372549	0.0129310344827586	0.0368663594470046	0.0551724137931034	0.0514705882352941	0.0300751879699248	0.126126126126126	0.0588235294117647	0	0.05	0
HAGH	0.0359477124183007	0.0301724137931034	0.0184331797235023	0.0413793103448276	0.0588235294117647	0.0300751879699248	0.027027027027027	0.0294117647058824	0	0	0
