	0	1	2	3	4	5	6	7	8	9	10	11	12	13
SLC25A17	0.016260162601626	0.0439024390243902	0.016304347826087	0.02	0.0278637770897833	0.0228136882129278	0.029535864978903	0.0421052631578947	0	0	0.0416666666666667	0.0256410256410256	0.0588235294117647	0
RP11-48B3.4	0.0032520325203252	0.00650406504065041	0	0.00571428571428571	0.00309597523219814	0.00760456273764259	0.00421940928270042	0	0	0	0	0	0	0
POLD2P1	0.00650406504065041	0.00650406504065041	0.00271739130434783	0.00285714285714286	0.00619195046439629	0.00760456273764259	0	0.0105263157894737	0	0	0.0416666666666667	0	0	0
PKIB	0.0634146341463415	0.107317073170732	0.0135869565217391	0.0971428571428571	0.0959752321981424	0.0950570342205323	0.00843881856540084	0	0.0147058823529412	0.0196078431372549	0.0208333333333333	0.256410256410256	0.176470588235294	0
RP11-67L2.2	0.0178861788617886	0.00650406504065041	0.0135869565217391	0.00285714285714286	0.0154798761609907	0.0114068441064639	0.00843881856540084	0	0	0.0196078431372549	0.0208333333333333	0	0	0
LINC01125	0.0016260162601626	0.00650406504065041	0.0108695652173913	0.0114285714285714	0.00309597523219814	0	0.0168776371308017	0	0	0	0	0	0	0
PSD4	0.00813008130081301	0.0048780487804878	0.0108695652173913	0.00571428571428571	0.00309597523219814	0.00380228136882129	0	0	0	0	0.0208333333333333	0	0	0
CHST1	0.146341463414634	0.00975609756097561	0.00815217391304348	0.00285714285714286	0.00309597523219814	0.0570342205323194	0.029535864978903	0	0	0	0	0.0256410256410256	0	0
RP11-160A9.2	0.0048780487804878	0.0016260162601626	0.00271739130434783	0.00571428571428571	0.00309597523219814	0	0	0.0105263157894737	0	0	0.0208333333333333	0	0.0588235294117647	0
RPS4XP6	0.0292682926829268	0.0130081300813008	0.0434782608695652	0.0228571428571429	0.0154798761609907	0.0114068441064639	0.0548523206751055	0	0.0147058823529412	0.0196078431372549	0.0833333333333333	0	0	0
AC092646.2	0	0.0048780487804878	0.00543478260869565	0	0.00309597523219814	0	0	0	0	0	0	0	0	0
RPSAP31	0.0276422764227642	0.0195121951219512	0.0135869565217391	0.0257142857142857	0.0371517027863777	0.0228136882129278	0.0126582278481013	0	0.0441176470588235	0.0392156862745098	0.0208333333333333	0.0512820512820513	0.0588235294117647	0
MYOZ1	0	0	0.0217391304347826	0.00285714285714286	0	0	0	0.0105263157894737	0	0	0	0	0	0
FPGS	0.032520325203252	0.0373983739837398	0.0815217391304348	0.04	0.0278637770897833	0.0380228136882129	0.029535864978903	0.0315789473684211	0	0.0196078431372549	0.0208333333333333	0	0	0
LFNG	0.660162601626016	0.204878048780488	0.0570652173913043	0.165714285714286	0.0959752321981424	0.513307984790874	0.0337552742616034	0.0736842105263158	0	0.313725490196078	0.0208333333333333	0.153846153846154	0	0
ZNF585A	0.0260162601626016	0.0308943089430894	0.00815217391304348	0.0428571428571429	0.0278637770897833	0.0380228136882129	0.00843881856540084	0.0421052631578947	0.0147058823529412	0.0392156862745098	0.0416666666666667	0.0256410256410256	0	0
RP11-46H11.3	0.00650406504065041	0.0146341463414634	0.0271739130434783	0.0171428571428571	0.0123839009287926	0.0152091254752852	0.0168776371308017	0.0210526315789474	0.0294117647058824	0	0	0	0	0
RP11-346C16.1	0.0016260162601626	0.0048780487804878	0.00815217391304348	0	0	0	0	0	0.0294117647058824	0	0.0208333333333333	0	0	0
ANP32B	0.121951219512195	0.216260162601626	0.21195652173913	0.165714285714286	0.538699690402477	0.152091254752852	0.177215189873418	0.242105263157895	0.338235294117647	0.176470588235294	0.166666666666667	0.230769230769231	0.176470588235294	0.25
SRGAP1	0.136585365853659	0.157723577235772	0.130434782608696	0.148571428571429	0.185758513931889	0.197718631178707	0.029535864978903	0.0631578947368421	0.0441176470588235	0.156862745098039	0.166666666666667	0.0769230769230769	0.117647058823529	0
ZNF75D	0.0178861788617886	0.0032520325203252	0.0135869565217391	0.0114285714285714	0.00309597523219814	0.0114068441064639	0.00421940928270042	0.0105263157894737	0	0.0196078431372549	0	0.0256410256410256	0	0
RGS7	0.024390243902439	0.0227642276422764	0.00271739130434783	0.02	0.00928792569659443	0.0152091254752852	0	0	0	0.0196078431372549	0.0208333333333333	0.0256410256410256	0	0
LPCAT4	0.0048780487804878	0.0227642276422764	0.0380434782608696	0.0314285714285714	0.0309597523219814	0.00760456273764259	0.0126582278481013	0.0105263157894737	0	0	0	0.0512820512820513	0	0
SH3BP2	0.105691056910569	0.0341463414634146	0.0516304347826087	0.0342857142857143	0.0154798761609907	0.0380228136882129	0.0675105485232067	0.0210526315789474	0	0.117647058823529	0.0416666666666667	0.0769230769230769	0.0588235294117647	0
CYGB	0.0016260162601626	0.0016260162601626	0.00271739130434783	0.00285714285714286	0	0	0.00843881856540084	0	0	0	0	0	0	0
ZNF124	0.0016260162601626	0.0130081300813008	0.0244565217391304	0.0171428571428571	0.00619195046439629	0.00760456273764259	0.0168776371308017	0.0210526315789474	0	0.0196078431372549	0	0	0	0
DYNLL1P6	0.0016260162601626	0.0032520325203252	0.00271739130434783	0	0.00309597523219814	0	0	0	0	0	0	0	0.0588235294117647	0
RPL10P15	0.0471544715447154	0.0520325203252033	0.0489130434782609	0.0457142857142857	0.0340557275541796	0.026615969581749	0.0590717299578059	0.0421052631578947	0.0294117647058823	0	0.0416666666666667	0.0769230769230769	0	0.125
ASPM	0.00813008130081301	0.0146341463414634	0.00271739130434783	0.0114285714285714	0.442724458204334	0.0114068441064639	0.0126582278481013	0	0	0	0.0208333333333333	0.0256410256410256	0	0
ANKLE2	0.0422764227642276	0.0536585365853659	0.0760869565217391	0.06	0.102167182662539	0.0570342205323194	0.0590717299578059	0.0315789473684211	0	0.0392156862745098	0.104166666666667	0.0512820512820513	0	0
PRELID1	0.154471544715447	0.172357723577236	0.114130434782609	0.16	0.0835913312693498	0.140684410646388	0.215189873417722	0.147368421052632	0.132352941176471	0.274509803921569	0.0625	0.179487179487179	0.117647058823529	0.25
NOS1	0.0016260162601626	0	0	0.0114285714285714	0.00309597523219814	0	0	0.031578947368421	0	0.0196078431372549	0	0	0	0
NDRG1	0.0585365853658537	0.0260162601626016	0.0434782608695652	0.0228571428571429	0.00928792569659443	0.026615969581749	0.0717299578059072	0.0315789473684211	1.02941176470588	0	0.0416666666666667	0	0.176470588235294	0.125
RABL2B	0.0504065040650407	0.0422764227642276	0.0217391304347826	0.06	0.021671826625387	0.0228136882129278	0.0168776371308017	0.0421052631578947	0	0.0784313725490196	0.0416666666666667	0.0256410256410256	0	0
GABPB2	0.0357723577235772	0.0341463414634146	0.0244565217391304	0.0428571428571429	0.043343653250774	0.0304182509505703	0.0506329113924051	0.0526315789473684	0.0441176470588235	0.0784313725490196	0	0.0256410256410256	0	0
PLEKHG4B	0.0113821138211382	0.0048780487804878	0.00543478260869565	0.0114285714285714	0.0185758513931889	0.00380228136882129	0	0	0	0.0392156862745098	0	0	0	0
PRKCZ	0.00975609756097561	0.016260162601626	0	0.0171428571428571	0.0185758513931889	0	0.0379746835443038	0	0.0294117647058823	0.0588235294117647	0.0625	0	0.0588235294117647	0
HIST1H2BN	0.0016260162601626	0.00975609756097561	0.00271739130434783	0.0142857142857143	0.0123839009287926	0	0.0126582278481013	0	0	0	0	0.0512820512820513	0	0
GPR37L1	0.486178861788618	0.492682926829268	0.0407608695652174	0.414285714285714	0.160990712074303	0.604562737642586	0.0168776371308017	0.0210526315789474	0.0294117647058824	0.333333333333333	0.0416666666666667	0.179487179487179	0	0
RP11-1018J11.1	0.0634146341463415	0.0504065040650407	0.016304347826087	0.04	0.0526315789473684	0.0456273764258555	0.029535864978903	0.0421052631578947	0.0147058823529412	0.0784313725490196	0.125	0.0512820512820513	0.117647058823529	0
HSPA8P4	0.0032520325203252	0	0.00543478260869565	0	0.00928792569659443	0.0152091254752852	0.00843881856540084	0	0	0	0	0	0	0
MAP2K4	0.0130081300813008	0.0227642276422764	0.0135869565217391	0.0142857142857143	0.0123839009287926	0.0114068441064639	0.0253164556962025	0	0.102941176470588	0.0392156862745098	0.0833333333333333	0.0256410256410256	0.117647058823529	0.25
AC027612.6	0.0048780487804878	0.0048780487804878	0.00271739130434783	0.00571428571428571	0.00928792569659443	0.0114068441064639	0.0421940928270042	0.0631578947368421	0	0	0.104166666666667	0.0256410256410256	0.0588235294117647	0
NKAIN1	0	0.0032520325203252	0	0	0	0	0.00421940928270042	0.0105263157894737	0.102941176470588	0	0	0	0	0
SUCLG2	0.0861788617886179	0.0520325203252033	0.0760869565217391	0.0542857142857143	0.0835913312693498	0.0456273764258555	0.0590717299578059	0.0736842105263158	0.0147058823529412	0.0196078431372549	0.0208333333333333	0.0512820512820513	0	0.125
TMEM181	0.0455284552845528	0.0552845528455284	0.0135869565217391	0.0628571428571428	0.0371517027863777	0.0380228136882129	0.0379746835443038	0.0105263157894737	0.0735294117647059	0.117647058823529	0.0625	0.0512820512820513	0.0588235294117647	0.125
RP11-390F4.6	0.0276422764227642	0.0113821138211382	0	0.00857142857142857	0.00619195046439629	0.00380228136882129	0.00421940928270042	0.0105263157894737	0	0.0392156862745098	0	0	0	0
RFXANK	0.232520325203252	0.11219512195122	0.0652173913043478	0.125714285714286	0.145510835913313	0.193916349809886	0.0928270042194093	0.0947368421052632	0.0588235294117647	0.0980392156862745	0.229166666666667	0.179487179487179	0	0
DYNLL2	0.139837398373984	0.128455284552846	0.133152173913043	0.125714285714286	0.170278637770898	0.114068441064639	0.10126582278481	0.0842105263157895	0.279411764705882	0.176470588235294	0.3125	0.179487179487179	0.0588235294117647	0
PRMT9	0.0260162601626016	0.00813008130081301	0.0190217391304348	0.0114285714285714	0.0185758513931889	0.026615969581749	0.00421940928270042	0.0105263157894737	0.0147058823529412	0	0	0.0256410256410256	0	0
RP4-564F22.5	0.0048780487804878	0.0032520325203252	0.00271739130434783	0	0.00309597523219814	0	0	0	0	0	0.0208333333333333	0	0	0
TSC22D4	1.70243902439024	0.811382113821138	0.0733695652173913	0.68	0.436532507739938	1.24714828897338	0.0675105485232067	0.136842105263158	0.808823529411765	0.764705882352941	0.0416666666666667	0.82051282051282	0	0
INPPL1	0.0634146341463415	0.0357723577235772	0.0706521739130435	0.04	0.0247678018575851	0.0418250950570342	0.029535864978903	0.0526315789473684	0.0147058823529412	0.0392156862745098	0.0208333333333333	0	0.0588235294117647	0
COMMD9	0.0504065040650407	0.0195121951219512	0.0380434782608696	0.00571428571428571	0.0340557275541796	0.026615969581749	0.0168776371308017	0.0315789473684211	0.0147058823529412	0.0392156862745098	0.0416666666666667	0.0769230769230769	0.0588235294117647	0
RP11-439C15.4	0.0048780487804878	0	0	0	0.00309597523219814	0	0.00421940928270042	0	0	0	0	0	0	0
RHOU	0.465040650406504	0.154471544715447	0.0434782608695652	0.194285714285714	0.148606811145511	0.384030418250951	0.029535864978903	0	0.676470588235294	0.0980392156862745	0.104166666666667	0.0512820512820513	0.117647058823529	0
TRIM2	0.2	0.0617886178861789	0.0135869565217391	0.0942857142857143	0.114551083591331	0.129277566539924	0.00421940928270042	0.0105263157894737	0.367647058823529	0.0784313725490196	0.166666666666667	0.153846153846154	0.0588235294117647	0
RP11-793H13.3	0.0032520325203252	0.0016260162601626	0	0	0.00309597523219814	0	0	0.0105263157894737	0	0.0196078431372549	0	0	0	0
RPL7P45	0.0130081300813008	0.0276422764227642	0.0108695652173913	0.0171428571428571	0.00309597523219814	0.0114068441064639	0.0210970464135021	0	0	0.0392156862745098	0.0208333333333333	0	0.0588235294117647	0
EIF3KP1	0.0520325203252033	0.0439024390243902	0.0407608695652174	0.0485714285714286	0.0712074303405573	0.0342205323193916	0.0253164556962025	0.0421052631578947	0.0147058823529412	0.0392156862745098	0	0.0512820512820513	0	0
PTGDS	0.0487804878048781	0.00813008130081301	0.0244565217391304	0.0114285714285714	0.00928792569659443	0.0152091254752852	0.0337552742616034	0.0631578947368421	3.89705882352941	0.0392156862745098	0.0208333333333333	0	5.47058823529412	0
RP11-83J16.3	0.0032520325203252	0.00650406504065041	0.00543478260869565	0.00571428571428571	0.0495356037151703	0	0.00843881856540084	0	0.0147058823529412	0	0.0208333333333333	0	0	0
RP11-621K7.1	0.0357723577235772	0.0439024390243902	0.0597826086956522	0.0542857142857143	0.043343653250774	0.0152091254752852	0.0675105485232067	0.0526315789473684	0.0441176470588235	0	0.0833333333333333	0.0256410256410256	0.176470588235294	0.125
PON3	0.016260162601626	0.0048780487804878	0	0.00571428571428571	0.00619195046439629	0.00760456273764259	0.00421940928270042	0.0210526315789474	0	0.0392156862745098	0	0	0	0
LINC01272	0.0032520325203252	0.0032520325203252	0.0190217391304348	0	0	0	0	0	0	0	0	0	0	0
H2BFM	0.0016260162601626	0.0016260162601626	0	0.00857142857142857	0.00619195046439629	0	0.00421940928270042	0	0	0	0	0	0	0
NDUFA9	0.0666666666666667	0.0601626016260163	0.0489130434782609	0.0857142857142857	0.0681114551083591	0.0988593155893536	0.0548523206751055	0.0210526315789474	0.0735294117647059	0.0588235294117647	0.0833333333333333	0.0769230769230769	0	0
RP11-1149O23.4	0.0016260162601626	0.0016260162601626	0	0.00285714285714286	0.00309597523219814	0	0.00421940928270042	0	0	0	0	0	0	0
RPL31P40	0.0016260162601626	0.0016260162601626	0.00271739130434783	0.00285714285714286	0.00309597523219814	0	0.00421940928270042	0	0.0147058823529412	0	0	0	0	0
PRPF38A	0.0829268292682927	0.0536585365853658	0.0380434782608696	0.0542857142857143	0.0526315789473684	0.064638783269962	0.0506329113924051	0.0631578947368421	0.0441176470588235	0.0392156862745098	0.0833333333333333	0.128205128205128	0	0
PFN4	0.0016260162601626	0.0016260162601626	0	0.00285714285714286	0.00928792569659443	0	0.00421940928270042	0.0105263157894737	0	0	0	0	0	0
GALNT11	0.0731707317073171	0.0878048780487805	0.0353260869565217	0.0857142857142857	0.0681114551083591	0.0874524714828897	0.0548523206751055	0.0736842105263158	0.0147058823529412	0.0784313725490196	0.0625	0.0256410256410256	0	0
GGA3	0.0292682926829268	0.0113821138211382	0.0217391304347826	0.0285714285714286	0.0154798761609907	0.0152091254752852	0.0379746835443038	0	0	0.0196078431372549	0	0	0.0588235294117647	0
MRPS17	0.0471544715447154	0.0422764227642276	0.0353260869565217	0.0485714285714286	0.0371517027863777	0.064638783269962	0.00421940928270042	0	0.0147058823529412	0.0980392156862745	0.0416666666666667	0.0256410256410256	0	0
ECSIT	0.134959349593496	0.159349593495935	0.0326086956521739	0.148571428571429	0.0990712074303405	0.11787072243346	0.0253164556962025	0.0315789473684211	0.0441176470588235	0.196078431372549	0.125	0.256410256410256	0.0588235294117647	0
TRIL	0.211382113821138	0.0910569105691057	0.00271739130434783	0.0657142857142857	0.0897832817337461	0.102661596958175	0.0168776371308017	0.0210526315789474	0.0147058823529412	0.117647058823529	0	0.0769230769230769	0.176470588235294	0
CD69	0	0	0.103260869565217	0.00571428571428571	0.00309597523219814	0	0.00843881856540084	0	0	0	0	0	0	0
PWP1	0.105691056910569	0.108943089430894	0.0652173913043478	0.122857142857143	0.139318885448916	0.102661596958175	0.0717299578059072	0.0947368421052631	0.0588235294117647	0.196078431372549	0.104166666666667	0.230769230769231	0.176470588235294	0.25
SMAD3	0.0536585365853659	0.040650406504065	0.0271739130434783	0.0285714285714286	0.0185758513931889	0.0456273764258555	0.0421940928270042	0.0210526315789474	0	0	0.0208333333333333	0.0769230769230769	0	0.125
KTN1-AS1	0.0032520325203252	0.0048780487804878	0.00271739130434783	0.0171428571428571	0.00309597523219814	0.0114068441064639	0.00421940928270042	0.0315789473684211	0.0147058823529412	0	0.0208333333333333	0	0	0
ADNP2	0.0504065040650407	0.0357723577235772	0.0353260869565217	0.0685714285714286	0.0897832817337461	0.0684410646387833	0.0379746835443038	0.0631578947368421	0.0147058823529412	0.0196078431372549	0.0625	0.0512820512820513	0.0588235294117647	0
SELT	0.255284552845528	0.178861788617886	0.152173913043478	0.14	0.151702786377709	0.269961977186312	0.172995780590717	0.136842105263158	0.0735294117647059	0.117647058823529	0.104166666666667	0.256410256410256	0.176470588235294	0.125
GRIA4	0.144715447154472	0.113821138211382	0.0190217391304348	0.0828571428571429	0.0712074303405573	0.14828897338403	0.00421940928270042	0	0.0441176470588235	0.0392156862745098	0.104166666666667	0.205128205128205	0	0
RP11-792A8.3	0.0178861788617886	0.0130081300813008	0.0108695652173913	0.00857142857142857	0.00309597523219814	0.026615969581749	0	0.0105263157894737	0	0	0	0.0256410256410256	0	0
ARL17B	0.0113821138211382	0.00650406504065041	0.00543478260869565	0.00285714285714286	0.0123839009287926	0.0190114068441065	0	0	0	0	0	0	0	0
RP11-48B14.1	0.0845528455284553	0.0894308943089431	0.114130434782609	0.06	0.0835913312693498	0.0608365019011407	0.0843881856540084	0.0842105263157895	0.0735294117647059	0.215686274509804	0.0625	0.128205128205128	0.117647058823529	0
SHISA2	0.0016260162601626	0.0016260162601626	0.00543478260869565	0	0.00619195046439629	0	0	0	0.0294117647058824	0	0	0	0.0588235294117647	0
SLC2A13	0.0178861788617886	0.0455284552845528	0.00815217391304348	0.0514285714285714	0.0464396284829721	0.0342205323193916	0.0126582278481013	0.0526315789473684	0	0.0196078431372549	0.0416666666666667	0	0	0
RPL12P14	0.0016260162601626	0	0.00543478260869565	0.00857142857142857	0.00309597523219814	0	0.00843881856540084	0	0	0	0	0	0	0
FUT11	0.0113821138211382	0.0130081300813008	0.0244565217391304	0.0171428571428571	0.00928792569659443	0.0304182509505703	0.0421940928270042	0.0526315789473684	0.0588235294117647	0.0392156862745098	0	0.0256410256410256	0	0
RITA1	0.0292682926829268	0.0308943089430894	0.00543478260869565	0.0114285714285714	0.0185758513931889	0.0342205323193916	0.0168776371308017	0	0.0147058823529412	0.0392156862745098	0.0416666666666667	0.0512820512820513	0	0
ZSWIM3	0.0048780487804878	0.0016260162601626	0	0.00857142857142857	0	0.0114068441064639	0.00421940928270042	0	0	0	0	0	0	0
RP1-16A9.1	0.0032520325203252	0.0032520325203252	0	0	0	0.00380228136882129	0	0	0	0	0	0	0	0
AC007563.5	0.0016260162601626	0.0048780487804878	0	0.0114285714285714	0.00928792569659443	0	0	0.0210526315789474	0	0	0	0	0	0
TOP2B	0.0991869918699187	0.0780487804878049	0.0326086956521739	0.0914285714285714	0.114551083591331	0.0988593155893536	0.0675105485232067	0.0736842105263158	0.161764705882353	0.137254901960784	0.145833333333333	0.179487179487179	0.0588235294117647	0
HSD17B1	0.0130081300813008	0.0032520325203252	0	0.00571428571428571	0.0123839009287926	0.00760456273764259	0	0.0105263157894737	0	0.0196078431372549	0	0	0	0
FOLR2	0.00813008130081301	0.0016260162601626	0.334239130434783	0	0	0.00380228136882129	0.00421940928270042	0	0	0	0	0	0	0
LDHC	0.0032520325203252	0	0.00271739130434783	0.00285714285714286	0.00619195046439629	0.00380228136882129	0.00421940928270042	0	0	0.0196078431372549	0	0	0	0
AC004381.6	0.0048780487804878	0.0016260162601626	0.00543478260869565	0.00285714285714286	0.0526315789473684	0.00380228136882129	0.0253164556962025	0	0	0	0	0	0	0
FAM60BP	0.0016260162601626	0.0032520325203252	0.00271739130434783	0.00571428571428571	0.00928792569659443	0	0	0	0	0	0.0208333333333333	0	0	0
VIM	1.3349593495935	3.31707317073171	1.89673913043478	2.76857142857143	3.21052631578947	2.14068441064639	2.042194092827	2.76842105263158	0.294117647058823	1.09803921568627	0.208333333333333	4.58974358974359	2.64705882352941	1.125
PANX1	0.00975609756097561	0.00813008130081301	0.078804347826087	0.00857142857142857	0.0123839009287926	0.00760456273764259	0.00843881856540084	0	0	0.0196078431372549	0	0	0	0
AK6P2	0.0032520325203252	0.0016260162601626	0.00271739130434783	0	0.00619195046439629	0	0	0	0	0	0	0	0	0
RP11-401E9.3	0.0130081300813008	0.0113821138211382	0.016304347826087	0.0142857142857143	0.00619195046439629	0.00380228136882129	0.0126582278481013	0.0105263157894737	0.0441176470588235	0	0.0208333333333333	0	0	0
MED18	0.0146341463414634	0.00650406504065041	0.0190217391304348	0.0114285714285714	0.0123839009287926	0.00760456273764259	0.00421940928270042	0	0	0	0.0416666666666667	0.0512820512820513	0.0588235294117647	0
PXYLP1	0.0699186991869919	0.016260162601626	0.00815217391304348	0.0171428571428571	0.0247678018575851	0.0342205323193916	0.00421940928270042	0.0421052631578947	0	0	0.0208333333333333	0.0256410256410256	0	0
CCDC94	0.0292682926829268	0.048780487804878	0.0271739130434783	0.0371428571428571	0.021671826625387	0.0152091254752852	0.0253164556962025	0	0	0.117647058823529	0.0625	0	0	0
MAST4	0.117073170731707	0.0682926829268293	0.0190217391304348	0.105714285714286	0.0835913312693498	0.0798479087452472	0.0632911392405063	0.0631578947368421	0.0294117647058823	0.0588235294117647	0.0208333333333333	0.0256410256410256	0.117647058823529	0
CLCN4	0.0195121951219512	0.016260162601626	0.00271739130434783	0.0171428571428571	0.00619195046439629	0.0152091254752852	0.0168776371308017	0	0.0147058823529412	0.0196078431372549	0.0416666666666667	0	0	0
RP11-290L1.7	0	0.0016260162601626	0.00815217391304348	0.00285714285714286	0.00928792569659443	0	0.00421940928270042	0	0	0	0	0	0.0588235294117647	0
GPR132	0.0016260162601626	0	0.0108695652173913	0	0.00309597523219814	0	0	0	0	0	0	0	0	0
GRIK2	0.0292682926829268	0.040650406504065	0.00543478260869565	0.0714285714285714	0.043343653250774	0.0570342205323194	0	0	0.0294117647058824	0.0980392156862745	0.0208333333333333	0	0	0
TTC23	0.0227642276422764	0.016260162601626	0.00543478260869565	0.0114285714285714	0.0278637770897833	0.0304182509505703	0.0210970464135021	0.0421052631578947	0.0441176470588235	0.0196078431372549	0	0	0	0
FARP2	0.0178861788617886	0.0227642276422764	0.0244565217391304	0.0228571428571429	0.0340557275541796	0.0152091254752852	0.0168776371308017	0.0210526315789474	0.0441176470588235	0	0.125	0	0.0588235294117647	0
ATF7IP2	0	0.0032520325203252	0.0489130434782609	0	0.00309597523219814	0	0.0421940928270042	0.0210526315789474	0	0	0	0.0256410256410256	0.0588235294117647	0
C17orf77	0.0016260162601626	0.0016260162601626	0	0	0.00309597523219814	0	0	0	0	0.0196078431372549	0	0	0	0
FDFT1	0.188617886178862	0.102439024390244	0.0516304347826087	0.08	0.105263157894737	0.186311787072243	0.0421940928270042	0.0947368421052631	0.632352941176471	0.117647058823529	0.125	0.128205128205128	0.0588235294117647	0
TAF6	0.0747967479674797	0.0341463414634146	0.0407608695652174	0.0428571428571429	0.0619195046439628	0.0570342205323194	0.029535864978903	0.0210526315789474	0	0.0588235294117647	0.0208333333333333	0.0769230769230769	0	0
CTC-559E9.5	0.0048780487804878	0.0048780487804878	0.00815217391304348	0.00571428571428571	0.0185758513931889	0.00760456273764259	0.0126582278481013	0	0	0.0196078431372549	0	0	0	0
ISCA2	0.126829268292683	0.0650406504065041	0.0434782608695652	0.0457142857142857	0.0959752321981424	0.0684410646387833	0.029535864978903	0.0315789473684211	0.0147058823529412	0.0980392156862745	0.0416666666666667	0.0256410256410256	0	0.125
RP5-884G6.2	0.00813008130081301	0.00650406504065041	0	0	0.00309597523219814	0	0	0	0	0	0	0	0	0
BRSK1	0.0260162601626016	0.0130081300813008	0	0.0171428571428571	0.0123839009287926	0.0152091254752852	0.00421940928270042	0	0.117647058823529	0	0	0	0	0
MSI1	0.0715447154471545	0.0552845528455285	0.00815217391304348	0.0371428571428571	0.065015479876161	0.0722433460076046	0	0.0421052631578947	0	0.0196078431372549	0.104166666666667	0.0769230769230769	0	0
SMAD7	0.0032520325203252	0.0048780487804878	0.0489130434782609	0.00285714285714286	0.00928792569659443	0.00380228136882129	0.0253164556962025	0.0210526315789474	0.0588235294117647	0	0	0	0	0
SH3BP5L	0.0113821138211382	0.0048780487804878	0.00271739130434783	0.00571428571428571	0.00619195046439629	0.00760456273764259	0.0168776371308017	0.0105263157894737	0	0.0196078431372549	0.0208333333333333	0	0.0588235294117647	0
TSEN54	0.040650406504065	0.00975609756097561	0.0244565217391304	0.0171428571428571	0.0278637770897833	0.0418250950570342	0.029535864978903	0.0105263157894737	0	0	0.0208333333333333	0.0256410256410256	0	0
HECW2	0	0	0.00271739130434783	0	0	0	0.00843881856540084	0	0.0588235294117647	0	0	0	0	0
CTD-2017D11.1	0.0048780487804878	0.00650406504065041	0.00815217391304348	0.0142857142857143	0.0154798761609907	0	0.00421940928270042	0	0	0	0	0	0	0
DIXDC1	0.0292682926829268	0.0016260162601626	0.0108695652173913	0.0142857142857143	0.00309597523219814	0.0190114068441065	0.0337552742616034	0.0210526315789474	0.0735294117647059	0	0.0416666666666667	0.0256410256410256	0	0
PPIL2	0.0439024390243902	0.0292682926829268	0.00815217391304348	0.0371428571428571	0.0588235294117647	0.0342205323193916	0.029535864978903	0.0105263157894737	0.0294117647058824	0.0196078431372549	0.0416666666666667	0.0256410256410256	0	0.125
SMAP2	0.0390243902439024	0.0569105691056911	0.589673913043478	0.0285714285714286	0.0681114551083591	0.0456273764258555	0.265822784810127	0.136842105263158	0.0294117647058824	0.0392156862745098	0.0833333333333333	0.0769230769230769	0	0.125
SMN2	0.0146341463414634	0.016260162601626	0.0190217391304348	0.0285714285714286	0.0340557275541796	0.026615969581749	0.029535864978903	0.0210526315789474	0	0.0196078431372549	0.0833333333333333	0	0.0588235294117647	0.5
UQCRC2	0.120325203252033	0.115447154471545	0.0896739130434783	0.128571428571429	0.102167182662539	0.125475285171103	0.0759493670886076	0.178947368421053	0.102941176470588	0.137254901960784	0.104166666666667	0.0769230769230769	0.117647058823529	0.375
NRSN2	0.0747967479674797	0.0292682926829268	0.00271739130434783	0.02	0.0402476780185759	0.0456273764258555	0.0168776371308017	0.0105263157894737	0	0.0588235294117647	0.0416666666666667	0.128205128205128	0	0
ZNF805	0.00650406504065041	0.0113821138211382	0.00271739130434783	0.00857142857142857	0.0123839009287926	0.00760456273764259	0.00421940928270042	0.0105263157894737	0	0	0.0208333333333333	0	0	0
RPS21P4	0.224390243902439	0.247154471544715	0.130434782608696	0.2	0.21671826625387	0.144486692015209	0.172995780590717	0.105263157894737	0.132352941176471	0.156862745098039	0.354166666666667	0.153846153846154	0.117647058823529	0.125
RP11-399N22.3	0.0016260162601626	0.00650406504065041	0.0135869565217391	0.00857142857142857	0.00309597523219814	0.00760456273764259	0.0126582278481013	0	0.0294117647058824	0	0	0	0.0588235294117647	0
RNU6-1014P	0.0130081300813008	0	0.00271739130434783	0	0	0.00760456273764259	0	0	0	0	0.0208333333333333	0.0256410256410256	0	0
UTP14A	0.00813008130081301	0.0260162601626016	0.0108695652173913	0.02	0.021671826625387	0.0152091254752852	0.00843881856540084	0.0105263157894737	0.0147058823529412	0	0	0	0.0588235294117647	0
PNPLA3	0.0113821138211382	0.00650406504065041	0.00271739130434783	0.00857142857142857	0.0123839009287926	0.00380228136882129	0	0.0105263157894737	0	0.0392156862745098	0	0.0256410256410256	0	0
SGCB	0.139837398373984	0.144715447154472	0.0326086956521739	0.157142857142857	0.207430340557276	0.167300380228137	0.0506329113924051	0.189473684210526	0.132352941176471	0.137254901960784	0.125	0.205128205128205	0.176470588235294	0
C19orf47	0.0130081300813008	0.00813008130081301	0.016304347826087	0.0171428571428571	0	0.00380228136882129	0.00843881856540084	0	0.0294117647058824	0.0196078431372549	0	0	0	0
LINC00636	0	0	0	0	0.00309597523219814	0	0.0506329113924051	0.0105263157894737	0	0	0	0	0	0
ATP7B	0.0016260162601626	0	0	0	0	0	0.029535864978903	0	0	0	0	0	0	0
RNU1-30P	0.0032520325203252	0.0048780487804878	0.00815217391304348	0	0	0.00380228136882129	0	0	0	0	0	0	0	0
THRA	0.107317073170732	0.0617886178861789	0.00815217391304348	0.0457142857142857	0.0464396284829721	0.0380228136882129	0.0337552742616034	0.0421052631578947	0.0882352941176471	0.0980392156862745	0.0416666666666667	0.0256410256410256	0.0588235294117647	0
